6,4,6
0,0,0
2,1,4
0,1,5
0,2,0
4,3,6
0,8,0
0,0,2
0,0,0
1,0,3
4,4,5
2,5,1
4,3,3
0,0,0
0,1,0
1,2,2
0,0,1
1,1,0
1,1,0
1,1,0
1,1,0
1,2,0
1,2,0
1,8,0
5,7,3
0,0,0
0,0,0
0,1,0
0,0,2
0,0,0
2,0,1
0,0,0
0,1,0
1,0,0
0,0,0
0,1,0
0,0,3
0,0,2
0,1,0
0,1,2
0,0,0
0,1,0
0,0,2
0,0,0
2,1,1
1,2,4
0,1,0
6,8,3
0,1,0
1,2,2
0,0,0
0,1,2
1,4,4
1,0,4
0,3,0
4,4,4
0,0,2
1,2,0
0,6,0
1,1,0
0,0,0
0,2,0
3,12,0
1,0,0
1,1,0
8,20,4
0,0,0
0,4,0
0,0,3
0,4,0
0,1,0
0,0,0
0,0,0
0,1,0
10,15,0
0,1,2
6,2,3
2,0,2
12,25,0
0,0,3
1,0,0
0,1,0
0,0,2
0,0,0
0,1,0
3,6,2
2,4,0
0,0,3
0,0,0
1,4,0
1,1,0
2,5,0
0,3,0
0,0,0
0,1,0
0,0,0
2,2,0
0,1,0
0,1,0
0,0,0
0,0,3
0,0,1
0,0,0
0,1,0
0,1,1
0,1,0
0,0,3
1,2,0
12,13,5
0,0,0
1,0,0
1,0,0
0,1,0
11,10,5
2,2,2
0,0,0
1,0,0
0,3,4
4,4,3
0,7,2
0,1,0
0,3,0
0,3,0
0,0,3
2,6,0
0,1,0
1,1,0
0,0,0
0,0,0
0,1,0
0,0,0
2,2,0
0,0,4
1,1,1
4,7,1
0,0,0
16,30,1
0,0,0
2,0,4
1,2,3
2,3,3
0,0,0
0,3,0
0,0,0
4,7,0
5,15,0
0,1,0
3,2,2
1,1,0
0,2,1
1,1,0
0,0,0
4,2,4
0,0,2
0,1,0
0,1,0
0,0,0
1,2,0
0,0,0
3,3,4
0,0,0
8,8,3
0,0,0
1,1,2
0,0,0
1,4,0
0,1,0
1,0,5
0,0,3
1,0,4
0,2,0
0,2,0
0,1,0
1,4,0
1,1,0
26,19,5
0,0,0
1,3,0
0,1,0
0,1,0
1,0,0
0,0,1
0,0,0
0,2,0
0,0,2
0,0,2
0,0,0
0,0,2
0,1,0
1,0,0
0,0,3
0,0,0
2,0,3
0,1,0
4,8,1
3,2,2
0,0,0
0,0,0
3,0,0
0,1,0
0,0,0
0,0,4
0,0,0
0,0,0
0,3,0
0,1,0
0,1,3
5,6,0
0,2,0
0,0,0
0,1,0
4,7,2
0,1,0
0,0,4
0,0,2
0,1,0
0,0,3
0,3,0
0,0,0
0,0,0
0,2,0
1,1,0
0,0,3
0,1,0
0,1,0
9,6,5
22,11,3
2,0,0
0,0,3
0,0,4
0,1,0
0,0,2
0,2,2
2,0,3
1,4,0
6,14,0
9,1,4
0,0,0
0,5,0
0,1,0
3,2,2
6,8,0
1,1,0
0,0,0
0,2,2
0,2,0
2,2,0
0,1,2
3,1,4
0,0,2
2,0,4
1,1,0
0,0,0
1,2,0
1,0,0
0,0,3
0,0,2
2,2,4
0,1,0
0,0,2
0,0,0
1,4,0
0,0,0
5,3,3
6,7,2
0,0,3
0,0,2
1,1,0
0,4,0
0,0,2
1,2,3
1,2,2
0,0,0
1,4,0
0,0,1
1,1,0
0,0,3
1,0,0
1,3,0
1,1,0
2,11,1
0,0,2
1,0,2
0,0,0
0,1,1
6,6,2
1,0,0
0,0,0
2,1,2
2,8,0
2,2,5
3,6,0
0,1,0
0,0,0
1,1,0
11,17,0
0,1,0
0,1,0
1,3,0
5,10,0
2,1,0
2,7,1
1,2,0
5,19,0
1,5,0
13,24,1
1,1,3
1,2,0
0,0,0
0,0,2
0,1,0
0,0,0
1,1,0
0,2,3
2,1,3
2,3,0
0,0,2
4,23,2
0,0,1
0,1,0
0,0,0
0,3,0
6,15,0
2,0,0
1,1,1
0,0,0
0,1,0
0,0,0
0,0,0
0,0,0
0,5,0
0,1,0
71,59,0
0,0,0
0,1,0
0,0,2
1,0,0
4,4,0
2,3,5
1,0,0
0,0,2
0,0,0
1,2,4
0,1,2
0,0,1
0,3,0
2,0,6
2,2,0
0,1,0
1,4,5
2,10,0
6,7,2
4,3,4
0,0,0
0,0,4
0,0,0
1,1,1
2,0,4
0,0,2
8,15,2
0,3,0
4,1,0
0,0,2
1,0,2
9,4,4
2,1,2
4,5,0
0,0,0
1,1,0
0,0,0
0,0,4
1,1,6
0,0,0
0,0,0
2,2,0
1,1,0
0,0,2
0,1,0
0,1,0
0,0,4
0,1,0
0,0,3
0,1,0
0,0,0
2,2,0
3,1,3
0,0,0
1,2,0
0,0,0
0,0,2
1,0,4
0,0,0
4,3,0
2,1,2
1,0,1
0,1,0
0,0,5
0,0,0
46,56,1
0,1,0
0,1,0
0,0,0
1,1,0
0,0,4
0,0,0
2,2,2
0,2,0
4,12,1
1,1,0
1,0,0
3,1,2
0,2,0
6,15,3
0,0,0
1,5,2
0,0,0
1,3,0
0,0,0
5,4,5
17,23,1
0,0,0
2,0,1
5,7,3
1,0,0
0,4,0
2,3,0
3,2,0
0,0,0
0,0,0
1,19,1
0,1,0
0,0,0
5,9,1
1,0,0
1,0,0
0,2,1
1,2,1
0,2,0
1,0,0
0,1,0
2,1,4
2,4,1
2,1,0
14,25,2
2,20,2
13,25,2
2,2,0
0,1,0
1,1,0
0,3,0
1,0,5
2,3,0
1,1,0
3,1,5
1,3,0
15,13,6
0,0,2
0,0,0
0,2,0
0,0,2
0,0,0
0,2,4
0,0,0
6,7,1
3,2,4
0,2,0
0,0,0
0,0,0
0,0,0
0,0,0
0,1,0
0,0,0
2,2,0
0,1,0
0,1,0
1,2,0
1,2,0
0,2,0
0,2,0
0,2,2
0,1,0
1,2,0
1,1,0
1,0,0
1,0,0
2,1,2
0,0,2
0,4,0
1,8,1
0,2,2
2,23,0
3,9,0
0,1,0
2,2,2
3,4,3
2,6,0
0,0,4
1,1,0
1,1,0
2,2,2
0,0,1
6,13,2
0,0,2
6,14,3
0,0,0
4,14,1
5,7,2
5,3,0
0,0,0
0,0,0
1,1,0
15,27,0
1,1,0
0,2,0
1,0,2
4,1,5
1,7,2
1,1,3
0,0,0
0,1,1
0,1,0
4,3,4
12,0,5
0,0,0
0,0,0
7,4,3
0,2,0
0,0,0
1,0,5
3,5,0
0,2,0
0,0,2
2,4,2
0,1,0
3,1,0
0,0,3
5,1,3
1,0,4
0,0,0
0,1,0
1,1,0
0,7,0
0,1,0
0,4,0
1,0,3
6,12,0
5,6,4
0,0,0
0,0,2
0,0,0
11,21,0
8,9,4
0,0,0
0,1,0
0,3,1
0,1,0
1,1,0
1,1,0
0,1,0
0,0,0
1,2,0
0,0,0
1,0,0
7,5,1
0,0,5
7,10,3
0,2,0
9,22,2
1,1,0
2,2,4
0,0,0
1,1,3
2,0,5
0,1,0
1,0,4
0,0,2
0,1,0
0,0,1
1,4,1
0,0,0
7,10,0
0,1,0
3,1,5
1,3,0
31,38,1
1,0,2
0,0,0
0,2,0
1,1,0
0,14,2
4,0,4
0,1,0
0,0,0
2,0,5
0,0,4
0,1,2
1,3,0
2,1,4
0,0,5
0,0,0
18,14,7
0,0,0
1,1,3
0,0,3
2,0,1
0,0,0
1,1,0
0,1,0
2,0,4
0,1,0
3,4,3
0,0,0
1,0,3
1,0,3
2,4,2
7,9,3
3,4,2
0,0,0
11,17,0
3,9,0
5,22,2
1,1,0
0,0,4
0,0,0
0,2,0
0,0,0
0,5,1
0,0,0
0,1,0
1,0,0
2,0,1
5,12,2
0,0,0
0,0,0
3,3,0
1,3,2
1,5,2
0,0,4
2,1,2
0,0,0
0,1,0
4,2,4
0,0,0
0,1,0
1,2,0
0,0,0
0,0,0
2,1,4
0,0,0
2,5,4
0,1,0
0,0,3
0,0,0
0,1,0
0,0,2
0,0,4
1,0,0
0,3,2
0,0,3
4,7,0
0,1,0
0,11,0
2,2,0
0,2,0
0,1,0
1,1,0
7,5,2
0,1,0
1,0,1
0,0,0
1,1,0
2,3,2
7,14,0
1,1,0
0,0,0
2,2,0
7,9,3
2,2,1
5,3,4
0,1,0
2,13,0
0,0,0
1,1,0
1,0,0
1,1,0
0,0,1
9,5,3
1,0,1
1,0,0
1,0,2
2,7,0
3,2,0
0,1,0
2,2,0
0,0,0
0,0,0
0,0,1
0,0,0
2,1,0
0,3,0
0,0,0
1,1,4
0,0,0
1,11,0
0,0,0
3,3,3
1,0,0
0,0,2
0,7,0
1,0,4
0,0,0
0,1,0
6,5,2
1,2,4
1,0,0
0,0,0
0,3,0
0,0,0
0,0,0
0,0,5
0,0,0
0,1,0
8,2,4
0,1,0
0,1,0
0,0,0
1,1,2
3,5,1
2,2,0
0,1,0
4,9,3
1,2,2
15,17,0
2,0,5
0,0,0
3,4,1
4,6,0
0,0,0
2,0,4
0,0,0
0,0,0
1,0,2
1,1,0
0,1,0
1,0,0
0,2,1
0,2,0
0,1,0
0,0,3
0,3,0
2,2,1
21,17,4
4,6,2
0,0,5
5,5,0
0,0,0
1,1,0
1,2,0
1,0,2
0,0,0
2,5,0
0,1,0
0,0,5
1,1,4
21,20,6
0,1,0
3,0,1
1,1,0
0,0,0
9,5,5
0,2,0
0,4,0
1,1,0
11,20,4
4,0,4
0,0,0
0,1,1
4,3,2
2,7,0
0,1,0
0,1,0
1,0,0
0,0,0
0,0,0
0,0,0
1,0,0
0,0,0
5,7,0
0,1,0
0,0,0
0,0,0
0,0,0
2,0,0
0,0,2
2,2,3
17,14,7
13,2,2
1,0,0
9,15,2
2,2,0
1,0,2
1,1,0
0,1,0
1,2,0
0,0,2
0,0,2
3,3,4
0,0,0
0,0,0
0,0,0
1,6,2
0,1,0
0,1,0
1,1,4
18,21,3
0,0,0
0,0,0
1,1,0
3,6,0
1,0,0
1,3,0
0,0,0
2,0,2
6,3,4
0,2,0
0,0,0
0,0,0
0,3,0
0,0,0
0,1,0
0,1,0
0,0,4
0,5,0
1,0,0
1,6,0
0,1,1
0,0,0
0,1,0
1,2,0
18,44,3
1,1,0
2,0,4
0,1,0
0,1,0
3,9,2
1,0,0
0,0,0
0,0,0
0,0,0
1,1,0
0,0,6
0,0,3
2,4,0
4,3,0
0,0,0
1,0,0
8,8,3
0,0,2
1,1,3
0,0,0
0,0,0
0,0,0
0,0,3
0,0,3
1,8,2
2,1,3
0,0,0
10,7,0
7,16,1
4,3,2
0,2,0
4,4,0
0,0,0
0,0,4
4,19,0
0,0,1
0,0,0
0,0,0
1,1,0
1,0,1
0,0,0
0,0,0
0,1,0
0,0,2
3,4,0
0,0,0
0,2,0
0,1,0
0,1,0
4,2,2
1,1,0
1,0,0
2,1,1
0,0,1
0,0,1
0,1,0
0,0,3
0,0,2
0,0,2
0,0,0
0,1,0
1,0,4
1,0,3
0,0,0
1,1,0
0,0,0
2,3,0
1,1,0
0,2,0
0,1,4
4,12,0
0,0,2
3,3,0
0,0,3
1,0,0
0,1,0
0,0,0
17,26,2
1,0,0
0,2,0
0,0,1
1,2,2
0,1,0
5,1,2
1,2,0
0,0,0
0,0,0
0,1,0
13,12,6
0,0,2
1,3,0
0,1,0
1,1,0
5,6,2
5,4,2
0,2,0
1,0,2
0,0,1
1,1,0
0,1,0
1,1,0
0,0,0
0,0,2
0,0,2
0,0,0
3,28,2
0,1,0
0,0,5
0,1,0
0,0,0
2,5,0
0,0,2
2,4,0
6,8,1
2,12,2
2,0,2
0,0,1
5,8,0
3,30,2
0,2,2
0,0,5
5,9,0
1,1,0
0,0,0
0,0,0
0,2,0
0,0,2
0,1,2
4,4,2
0,0,0
0,0,0
0,2,0
1,1,0
0,0,0
0,0,0
8,9,0
0,0,0
17,14,5
0,0,1
0,0,0
0,0,0
1,4,0
25,21,3
1,5,1
0,0,2
0,0,2
5,12,3
10,10,3
3,4,2
0,0,0
0,0,0
5,4,0
1,1,2
3,0,5
0,0,0
0,3,0
0,0,0
1,1,2
0,0,0
1,3,0
0,0,3
2,4,0
1,2,0
0,0,1
0,0,2
0,0,1
0,0,5
3,2,2
0,0,0
1,0,2
0,0,0
4,2,1
0,5,0
0,0,0
0,0,0
1,0,3
0,2,0
0,0,0
6,8,0
8,8,3
0,2,0
4,1,2
0,0,0
0,0,1
0,0,0
9,5,6
2,4,1
0,1,0
1,3,0
0,1,0
1,1,0
0,0,0
3,3,3
0,0,3
0,0,0
10,14,4
0,0,2
0,2,1
0,0,0
21,20,4
0,0,0
1,1,0
10,11,4
3,13,0
1,1,0
0,3,2
0,1,0
0,1,0
1,3,0
9,8,0
0,2,0
1,1,5
0,0,2
0,0,0
0,1,0
0,0,3
0,1,0
0,2,0
1,0,1
0,0,0
0,0,0
0,0,0
0,0,2
0,0,1
1,1,5
35,30,1
0,0,0
1,0,0
4,11,0
1,0,1
10,5,2
1,0,0
0,0,0
0,1,0
3,2,2
0,0,0
0,1,0
0,0,2
0,2,0
0,7,0
0,0,0
3,7,2
3,14,1
6,4,0
3,3,4
1,0,2
24,44,4
1,3,0
0,0,0
2,2,0
0,0,0
0,0,0
2,0,0
1,0,1
1,0,4
0,1,0
2,7,0
5,2,2
2,3,0
6,6,3
1,1,0
6,13,3
2,1,4
4,4,3
18,12,5
3,1,3
6,3,3
0,1,0
3,1,4
1,1,2
0,0,2
2,4,0
0,0,2
2,4,0
0,0,2
3,12,0
0,0,3
4,5,3
0,1,0
5,2,5
0,1,0
0,0,0
0,1,0
0,6,0
0,1,0
0,0,2
0,0,4
5,28,2
0,0,0
0,0,2
0,0,2
0,0,0
0,0,0
5,12,3
1,0,3
1,0,0
1,0,0
1,0,0
7,8,2
7,4,3
0,0,3
2,2,5
2,0,3
7,2,5
2,4,0
1,1,0
2,5,3
0,0,1
11,10,2
0,0,0
0,0,3
0,0,0
0,0,1
3,16,0
10,6,4
1,1,2
0,2,0
1,1,0
0,0,0
1,1,0
1,1,0
9,15,2
1,2,0
0,1,0
0,0,0
0,1,0
4,1,3
2,1,6
11,15,1
0,1,3
0,1,0
2,0,2
0,0,0
4,7,2
2,5,0
1,1,0
1,0,3
3,4,2
0,1,0
2,3,3
1,1,2
0,3,0
0,1,0
0,0,0
14,14,5
1,4,0
2,3,0
0,0,0
2,2,1
1,1,0
1,0,5
0,2,0
0,1,0
0,6,0
0,0,2
1,0,0
0,1,0
1,1,6
1,1,0
1,1,0
4,4,5
1,1,5
0,4,0
5,3,0
0,1,5
1,0,0
1,1,3
0,0,0
0,1,0
1,0,0
0,0,0
0,0,3
1,1,0
0,0,0
0,0,0
11,25,0
11,10,4
0,0,3
0,1,0
0,0,1
1,1,0
1,2,0
1,0,2
2,0,4
0,1,0
0,1,0
1,0,0
3,11,0
3,0,0
1,1,0
1,1,0
0,1,0
3,0,3
1,2,0
0,0,0
1,1,0
7,8,0
0,0,1
0,0,3
1,2,0
0,0,0
1,1,0
0,0,0
1,2,0
1,1,0
0,1,0
0,0,0
1,2,0
0,0,0
1,1,1
1,8,0
0,0,2
1,0,0
0,1,0
8,15,4
5,8,0
4,1,0
0,0,3
1,2,0
3,3,2
1,0,3
1,0,0
0,0,1
0,0,4
0,1,0
0,0,0
1,1,0
0,1,0
0,0,0
0,0,0
1,2,0
0,0,4
1,0,1
2,2,0
0,1,0
0,0,0
3,8,0
0,4,0
0,0,0
0,0,0
1,1,0
0,0,0
2,2,0
1,0,4
0,0,3
0,0,0
0,0,0
1,1,0
0,0,4
0,0,1
2,1,0
1,1,0
10,2,2
7,16,2
0,0,0
0,1,0
1,4,0
0,0,4
0,0,3
0,0,2
14,26,1
1,2,0
3,3,0
1,2,0
0,0,2
0,0,4
1,1,4
0,0,0
0,0,0
1,1,0
0,1,0
0,1,0
0,2,0
3,7,0
13,31,2
1,1,3
1,0,0
0,0,1
3,3,2
8,0,1
0,1,0
1,1,1
3,4,0
0,2,0
9,7,2
28,39,2
0,1,0
1,1,4
1,0,0
8,12,3
0,0,0
2,4,3
2,5,3
0,0,0
1,2,0
0,0,0
0,0,0
4,3,4
0,5,1
0,0,0
0,0,0
0,0,1
1,1,0
0,0,0
0,0,0
1,0,4
1,0,0
10,11,5
0,0,2
0,0,1
0,0,0
1,1,0
3,3,0
0,0,0
0,1,0
0,0,0
0,0,0
1,4,0
0,0,1
14,14,6
10,0,7
0,0,3
1,1,0
12,17,2
0,3,0
0,0,0
0,6,0
0,0,0
0,0,0
0,0,3
1,0,0
2,0,0
1,1,4
1,2,1
0,0,0
0,0,0
9,27,4
0,0,0
0,5,0
29,23,4
0,0,0
4,16,0
0,1,0
0,1,0
4,5,0
5,1,4
1,0,1
0,0,0
1,0,0
0,0,0
0,3,0
0,0,0
0,0,2
0,0,0
0,0,0
0,1,0
1,0,4
1,0,1
0,1,0
0,1,0
0,0,0
1,1,0
0,4,0
1,4,0
0,1,0
0,2,0
0,2,0
32,41,2
0,1,0
1,1,0
0,0,2
1,0,0
0,0,0
0,0,4
0,2,0
0,0,3
0,0,0
0,2,0
0,0,0
1,0,0
3,4,2
0,0,0
9,5,7
0,0,0
0,0,0
1,1,0
1,1,0
0,1,0
3,4,0
1,0,4
0,4,0
0,0,1
1,1,0
5,3,4
5,4,0
0,0,2
0,2,0
0,1,0
0,0,4
0,0,1
0,0,0
0,0,4
0,1,0
2,2,2
0,0,0
6,1,0
1,2,0
0,0,2
3,2,3
0,3,0
0,0,1
4,1,5
1,1,0
1,1,0
0,0,3
0,0,2
11,11,2
3,1,0
0,0,3
3,15,2
0,1,0
2,0,3
1,1,0
0,0,0
1,1,6
0,0,0
6,16,0
1,8,1
0,4,0
1,0,0
0,3,0
2,2,3
0,4,0
0,0,0
1,0,3
0,0,0
1,0,0
2,6,0
0,0,0
0,0,0
0,0,1
0,1,0
0,0,0
1,0,0
0,1,1
1,2,1
1,0,4
0,1,0
2,2,5
0,0,0
6,6,4
0,0,4
4,4,0
0,1,0
0,1,0
0,3,0
2,4,2
0,1,0
1,1,2
0,0,2
0,0,1
1,1,0
1,1,0
0,0,0
3,2,2
0,0,2
1,3,1
1,1,0
0,0,0
2,3,4
0,0,0
0,0,0
3,4,2
0,2,0
0,0,1
4,4,0
35,38,4
0,0,0
1,1,0
1,3,0
0,0,2
1,1,0
1,2,0
1,1,0
0,1,0
3,3,0
0,1,0
0,0,0
0,1,0
1,0,3
0,0,4
0,1,0
3,1,6
3,2,6
0,0,0
4,7,0
1,0,3
0,1,0
1,2,0
0,0,3
0,0,0
0,1,0
2,0,0
1,1,3
0,0,0
1,0,0
16,13,0
1,1,2
0,0,0
0,3,0
5,20,0
4,4,2
0,0,0
0,0,0
0,0,4
0,0,0
1,0,2
0,1,0
0,1,0
6,2,2
2,0,8
6,9,2
6,10,0
14,1,6
6,12,3
0,1,0
0,0,3
0,1,0
7,7,0
1,0,0
0,0,0
7,8,1
0,0,0
12,5,6
1,2,0
9,3,4
0,0,4
7,6,5
3,10,3
0,0,4
0,0,0
0,0,0
0,1,2
0,0,0
1,0,0
0,1,0
0,4,0
0,2,0
8,8,2
0,0,0
0,0,0
2,1,0
0,1,0
1,1,0
1,6,0
1,3,0
18,17,3
1,2,0
0,4,0
2,2,0
6,8,0
0,0,0
0,2,0
6,8,0
1,1,0
2,2,0
0,0,0
0,0,0
3,0,1
0,1,0
0,0,2
2,3,1
1,1,1
0,1,2
0,0,0
1,2,0
4,10,1
0,0,0
0,0,0
1,0,3
0,1,0
0,1,0
0,1,0
0,1,0
0,0,0
0,0,1
0,0,3
1,1,0
11,7,2
0,0,0
0,0,0
0,0,1
0,0,0
1,3,0
0,1,2
0,0,2
0,0,0
0,0,1
0,0,4
1,0,0
0,0,1
0,1,1
0,2,2
1,1,4
1,1,1
0,0,3
2,0,3
0,1,0
1,1,3
1,2,0
2,1,0
0,2,3
0,1,0
0,0,0
0,3,0
0,1,0
8,22,1
0,0,0
8,5,3
15,9,2
0,1,0
2,2,1
0,0,0
1,4,0
0,1,0
0,2,0
1,1,0
1,0,2
1,1,0
0,0,5
1,5,0
1,1,3
2,2,0
0,0,0
0,0,0
1,0,0
2,1,2
1,0,0
8,22,0
3,1,2
3,3,0
0,1,0
0,1,0
7,11,5
0,0,0
1,0,0
1,4,0
0,2,0
0,0,0
0,0,1
0,1,0
0,0,0
0,0,0
3,1,0
20,10,5
0,0,0
0,0,4
0,1,0
2,2,0
1,1,0
1,0,4
48,32,7
0,0,0
0,1,0
0,1,0
1,0,3
0,1,0
3,1,3
1,0,0
0,0,0
0,1,0
3,9,0
0,0,3
1,2,0
1,3,0
3,5,2
2,2,3
0,1,0
0,0,2
1,0,4
0,0,0
4,4,2
0,0,0
1,2,0
0,1,0
12,26,2
0,0,3
0,0,3
0,0,1
1,0,4
0,0,0
0,0,2
2,26,2
6,4,4
0,0,0
0,0,4
2,2,0
0,0,0
4,4,5
30,42,4
6,2,0
1,0,1
0,0,0
1,1,0
0,0,0
0,0,0
3,1,1
0,0,3
0,1,0
2,3,0
0,0,2
0,5,0
0,1,0
0,0,0
1,1,0
1,2,0
2,1,0
5,11,0
0,1,0
1,5,0
1,1,3
2,5,0
1,1,0
1,1,5
1,1,4
2,0,3
0,0,0
0,0,3
0,1,0
0,0,1
1,0,0
23,36,7
1,1,0
5,8,0
1,1,0
13,13,5
3,3,0
1,1,0
2,4,0
0,3,1
0,0,0
9,7,2
1,0,3
0,1,0
0,1,0
5,8,1
0,1,2
0,1,0
0,1,0
0,0,0
0,1,0
0,0,3
1,5,2
0,3,0
0,2,0
2,2,0
0,0,0
0,2,0
1,0,0
1,14,0
0,1,0
0,1,0
0,0,0
1,1,0
0,1,0
0,0,2
0,0,0
6,4,4
2,0,0
0,0,4
0,0,0
1,3,0
0,0,0
8,7,3
0,3,0
2,2,2
0,0,0
0,0,0
4,31,0
1,0,0
0,0,0
0,1,0
0,0,0
1,1,0
0,0,0
1,1,0
0,0,0
6,2,1
0,0,0
6,4,4
2,0,4
0,1,0
3,5,0
5,5,0
0,0,0
1,1,0
0,0,4
0,0,0
0,2,0
1,0,0
2,3,0
0,0,0
3,7,0
0,3,2
1,0,0
0,0,5
0,0,2
1,0,3
0,3,0
4,6,0
1,1,0
3,2,0
0,1,0
2,1,0
0,0,0
0,0,0
0,2,2
2,1,0
1,0,0
0,1,0
2,2,0
1,0,1
0,0,0
0,2,0
2,3,3
5,9,3
0,1,0
1,1,0
0,0,0
11,18,2
0,1,0
0,7,0
2,6,0
0,1,0
0,0,0
0,1,0
2,8,0
0,0,0
4,4,0
0,0,0
0,0,0
4,2,3
0,1,0
0,0,0
0,1,0
0,0,0
0,0,3
3,5,2
0,1,0
0,0,1
0,3,0
0,0,0
1,2,0
1,3,0
1,0,0
1,1,0
0,1,0
0,0,0
1,1,1
1,1,0
2,1,2
0,2,0
0,0,3
1,0,4
0,1,0
20,28,0
0,0,1
0,1,0
0,0,2
1,0,2
0,0,0
0,0,1
0,0,0
2,3,0
4,4,2
0,2,0
0,1,0
1,1,4
1,2,0
2,8,0
0,0,4
0,0,0
1,1,0
1,2,0
2,4,0
7,6,2
0,0,0
2,2,1
0,0,3
3,2,3
4,0,3
1,0,0
2,0,0
0,3,2
0,0,0
20,48,4
2,3,0
8,8,7
0,0,0
0,0,0
1,1,0
2,25,0
0,0,0
0,2,0
1,0,0
0,0,0
0,1,1
0,0,0
0,0,1
3,2,1
0,0,0
7,9,4
1,3,0
0,0,3
0,1,0
0,0,0
